S.No,Comments,Label
2380,kaleshwaram paristhiti anti bayaa,non-hate
2381,are o nuvvu sollu aapu thammi,non-hate
2382,modi to kcr ey ley pilla bacha nayala,hate
2383,telangana prabutvam entha cheasindo chepav mari,non-hate
2384,niku kcr eche salary kuda mem pay chese tax ee,non-hate
2388,arey babu asalu nuvu telangana lo m adikaram undhi ra matladaniki,non-hate
2389,manchi vishayam telusukunam sir dhanyavadalu,non-hate
2391,shankar ninnu bjp kukka kottinattu kodutaru,hate
2393,kcr ktr chanchi povali anni black magic chesthunna jai bjp,hate
2396,arey shankar lanti lucha galani namadhu vadu trs kukka,hate
2397,valla kosam ne life risk chesukoku,non-hate
2398,police vallu cheppindi antha nijamena poorthi enquiry ayina tharavatha nuvvu vallanu criminals ani cheppu brother,non-hate
2399,neeku kcr and ktr gaadu bichamesthundara,hate
2406,na ayya somma aa paisalu ma daggara ni dengesina babbulu avi emanna kontav,hate
2407,kcr nivi anni dongaa mataalu dongaa buddulu,hate
2408,anna challa chinna pilla e ammaini inthaalaa torcher chesthunnaru mee pillalanuu elaghe chesthey elaaa untadhi annadhi meruu ardham chesukondi inkaaa meruu elagheee chesthanuui antay devuduuu meeku thaghinaa mulyam chellisthaduuu nijangaa aaa thirupathi venkteshwarlu swamy untay mekuu emikakundaaa me minduu mi family lu kulipovalani korukuntunna from telangan,non-hate
2417,devudu anna padham chala strong feeling confident nii istundh,non-hate
2421,poyi poyi bollywood vaalatho kalisi theesthey ilaane vuntundi,hate
2423,full clarity tho unnaru and correct ga chepparu movies lo fan following veru real life lo fan following veru,non-hate
2424,full video please bayya,non-hate
2425,experience lekapothe okasari poyi posani adagandi ra notti dula valani ela deal chesthamo,hate
2427,ayya kulalu kosam kaadu manchi nayakudini yennukonedi,non-hate
2429,already political lo jagan mohan reddy garu back to back sixes kotti chupinchadu edariki,non-hate
2431,bayata fans ni rechagottedhi ee chillar galle,hate
2432,enti kottedhi duck out ayyadu politics lo,hate
2433,pk inka ka pauk ap lo jokers,hate
2434,ede poindi kaadu manaki,non-hate
2435,sri chaitanya sports encourage chesthundhi antey naku namadam kastam ga undhi,non-hate
2436,telangana dongalu evaru diniki kuda samadanam cheppandi,non-hate
2437,kaleswaram sanka nakenchendevaru dora,hate
2448,pavitra ki pelli kakunda oka abyyai kapuram cheshindhi,hate
2451,pora howle gah ekkkada nunchi mingey,hate
2453,thanq shankaranna praveen anna ki screen ichinanduku happy to see you both,non-hate
2454,trs entha istha annadu ra niku nv em samsarivi kavu ra praveen,hate
2455,mimmalni ekkado chusi nattunde,non-hate
2456,are pichi sulli gah entha tiskunavra trs daggara,hate
2457,ivi news antara asalu,non-hate
2458,shankar nuv kalsi e chanel ni nadipiyunri manchiguntadi,non-hate
2459,rey apara nee thelivithakkuva matalu,non-hate
2460,nuve pedda joker vi mallianna ni antunnaru,non-hate
2461,trs ku support cheste nuvve,non-hate
2462,na moddala mallanna,hate
2463,anna super bro,non-hate
2464,correct bro vadu langa road meedha ammukuntaru,hate
2465,fake news news line,non-hate
2466,neevu great annasuper,non-hate
2467,nuvu trs nu adugura nuvo ml ga mallanna kali gotiki sari povura nuvu ne batuku tho,non-hate
2468,edu oka suligadu jai mallanna,hate
2469,kcr bsp valu enni eastunaru month ki nek,non-hate
2470,jai teenmar mallanna,non-hate
2471,nivu kcr tho thov ra chilka,non-hate
2472,sanjay annani ante niku paguludhu hayi…,non-hate
2473,dhesaanni ammesevaadu yevadiki hero meekaa,non-hate
2474,jai congress jai congress win pakka jai reavtha redd,non-hate
2476,reventh reddy dhi gadidha moddavadu waste,hate
2477,bandi sanjay gadu amit shah kukka vadu poyi vadi kaalu nakutaru,hate
2478,kcr dhi barrey karrey mukku vadu waste pm ki,hate
2479,bjp kuda terrosit ey vadu lanja panulu evvaru cheyale,hate
2480,putin valla motham lokham lo inflation periginglu vadu cheshina langa paniki memu suffer avvuthunam,hate
2481,ni pellam puku denugutha ma anna annavu ante,hate
2482,oka ammai vi ayundhi illu clean chesthunavu ani complain chesthava siggu techuko,hate
2483,kajal oka bitch naku modda dani notlo pettali anni vundhi,hate
2484,ee kalam ammailu ki dabbuli vunte chaalu anukuntaru,non-hate
2485,oka ammai vi vundhi natho argue chesthava puku mosukoni inti panulu cheyi,hate
2486,samantha oka trigubothu lanja chai lanti mogudu vadilesindhi,hate
2487,jai kodali nani meru oka dynamic leader,non-hate
2488,nen pedda payalu vunna ammailinu dengi bore kotudhundhi iamcomingforskinnygirls,hate
2489,desanaki oka nehru oka vallabahi patel vundali kani manaki oka shah inka modi lanti vallu dorikaru,hate
2490,pichi puku kukka na meddha nunchi leyi,non-hate
2491,ee video chusintarvatha mee meeda respect perigindi,non-hate
2492,ee ammai chala bagundhipade pade chudaalinipistundhi,non-hate
2495,tickets rates thagginchaaliappudey janaalu theatre ki vastaaru budget peruguthondhantey dhaanikkaranam producers e heroes budget north indian heroines valla staff ni mepaali ivvanni thadisi mopodavuthunnayi,hate
2496,hero lu remuneration taggisthe dil raju rates penchi collections motham mingesthadanta…funny fellow,hate
2497,deal video thesi pettu chetha news,non-hate
2498,bjp ni lepindi kcr and trs ippudu bjp ante ento trs ki ardam aindi bjp ki chance isthe trs ne mingesthundi ani,non-hate
2499,twitter tillu gabi banisa,non-hate
2500,ktr valla hyderabad baga devalop ayindhi jai ktr,non-hate
2503,telugu prajalu badhalu tirchedi one and only mahesh babu garu thankyou for your guts,non-hate
2505,its not about giving money its about giving satisfaction to viewers and spreading humanity,hate
2506,bro neku rip date daggaraku vachesindhi,hate
2507,logically what u said is exactly right appreciated the way you explained the concepts of government and other way of ruling good keep it up dear,non-hate
2510,arey nee antha chetha nakodukuni chudaledh ra ippativaraku,hate
2512,your flow and bgm super bro chinchesav,non-hate
2513,prathi chillara gadu harshasai gurinchi matladame help chesina tappu ye ra babu meku,hate
2514,anna i want to say one thingu say mindblowing truths love u brother keep it up i really proud of you bro,non-hate
2515,nuv annantha mathrana harsha sai midha abimanam thaggadu ra,hate
2516,bro moto vlogging lo andhari kanna nuvve ishtam naku,non-hate
2517,ee tata nexon antha lavda car nenu ekkada chudaledh ra,hate
2518,sir last time kohli newzealand t series lo oka runout alany chesadu mindblowing runout sir adhi,non-hate
2519,kl rahul is the biggest fraud in indian cricket,hate
2520,i feel like bhuvaneshwarkumar must be dropped from the upcoming matches because he is going for lot of runs in death overs,hate
2521,prathi chethanakoduku viratkohli ni anetode lavdapuk gallu,hate
2523,special respect for indian cricket thanks for international board of australia,non-hate
2527,lokesh anna nuv super anna i am proud of to see you like this way of speech jai lokesh,non-hate
2529,roja neku dammu unta ys jagan ki cheers pompu yanduku anta ys vijayamma ni vishaka mp seat gelupuichuko lani dadamma nevu,hate
2531,annaaa telugu communication baanee improve cheshav,non-hate
2532,roja niku minister ichindhi ha shaka ki nayam cheystav ani cheera lu pampala miku antey anam garu cutdrawer lu pampala annadu saripoyindha power unnantha varaku baganey untundhi,hate
2533,rechipothunnaru adhikaram lo unnaru ani ahamkara dhorani,hate
2534,dont worry lokesh garu if government could not do it madam will hang them with in days jabardast challenge count down starts they will be hanged under disa act at any cost,non-hate
2535,prathi daniki government tappu vundadu prajalu koncham marali attitude change ayithey ilanti jaragavu,non-hate
2540,central lo vuntene addukku tintunam eka stete lo vaste anthe enga,hate
2541,entha mandhi bjp lo join aina kuda bjp ts govt form cheyyaledhu,hate
2543,bjp sanka naku teenmar vartalu,hate
2547,ade matani dukuduga cheppandi siva garu kanabadatharu maku voice belaga vundi,non-hate
2548,desaani dochokotaaniki eeyanaki emi takkuvayindita,hate
2549,munduvacchinollupeekipoyarueeyanocchipeekuthadu,hate
2550,nagarjuna vadi nasanam vadu korukuntada vadu kd no anta eegiga padadu,hate
2551,vadoka lucha gadu vadiki jagan party ne correct,hate
2552,vadi antha chetha lovda cm ni nenu intha varaku chudaledhu bhayya,hate
2553,from recent months iam addicted to your videos anna your way of explaining and slang is very nice,non-hate
2554,match chudaniki vasthunam ani cheppu bro,non-hate
2555,oka pani cheddham vada pav ane brand ni relaunch cheddham,non-hate
2556,match gadida modda ayindhi,hate
2557,rohith bondam gadu ballu anni dengesadu vadi valle match poyindhi,hate
2558,musali gudda ashwin ni endhuku endhuku teaukunnaru bro kastha chepppandi,hate
2559,asla kl rahul peddha bogh na koduku adatham radhu em radhu,hate
2560,rahul dravid vadi moddalo selection asla chahal hi endhuku tesukole,hate
2561,trs kadhu brs rey paayi cheyi munugode polls lo,hate
2563,jairam ganesh rahul gandhi sanka nakutadhu howla gadhu,hate
2564,mallikarjun kharge gandhi family kukka vallu emi chepthe adhi songa karchukoni oppukuntaru,hate
2570,veellandhari kante rsp sir eetala sir best leaders …,non-hate
2571,jp nadda ki gudda pagili povali bjp vasthe telangana devolop avadhu,hate
2572,ap lo jagan center amit shah peddha yedavalu vallu vunte desham sankanaki pothadhi,hate
2573,full entertainment ayindhirevanth reddy maryadaga matladina thittinatte undhi,non-hate
2574,ktr enni years na nijaswarupanni bayatapadakunda unna ippudu bayata padela chesaru kadara,non-hate
2575,ktrnannu erri puk cheshavu gah kadhara revanth,hate
2576,chaalu poyi paduko ekka,hate
2577,​narendra nee matladi etuvanti prayajanam ledhu,non-hate
2578,bjp leaders enta labaor na kodukulu ante rape cheshe vallani brahamin ani cheppi vadilesaru,hate
2579,yogi baba ram rahim sistudu edharu adava vallaki respect eyyaru edharu pedha langa gallu,hate
2580,modi gandhinagar panties dongaledhe vadhu vadu enti pm mari chillar gah,non-hate
2582,narottam mishra peddha langa ram setu movie ban cheyamantaru deniki movie peru lo ram vundhi ani,hate
2583,​bandi reddy ane porambol edava ga undu modi cheppulu moyadaniki,hate
2586,bjy chaala manchi concept,non-hate
2588,priyanka arul mohan gudda chaala sexy vuntadhi dani panga chachi dengali,hate
2590,jagan gadu pedda yedava waste gadu ysr parvu dengathaduu,hate
2594,stalin chaala manchi leader tn people are very luckey,non-hate
2595,samantha oka bazzar lanja dani namakodadhu,hate
2596,samantha anni lanja kathalu dengutahdhi dani namakodahu,hate
2598,arey neeku nenu ela antha pichi puku edava laga kanapadhuthava po ra babu,non-hate
2599,ni news ni over action ki dandam ra babu,non-hate
2601,okka kcr thappa vere party vallaki amathram chepparu e thenmar,non-hate
2602,sara ali khan tana moddalo acting dandham ra babu,hate
2603,sara ali khan barre gontu besukoni ariste barre dengunatu sound vastahdhi,hate
2604,i am bachelor anna oil petrolchusthe bayam ga undi,non-hate
2605,bollywood sangam dengapetindhi karan johar,hate
2606,migilina sangam dengapettindhi nepo kids inka sallu bhai,hate
2607,trs vallu esthalera dabbulu ra sale,non-hate
2608,teenmmar mallana kcr cheppu nakutadhu,hate
2609,anna ni acting peddha namaskaram,non-hate
2610,ekkuva overaction vj laga dengipothavu,hate
2611,channel name change cheskonews line teluguno where related to news of telanganatrs band company set ithadhi nee reporting ki,non-hate
2612,donga malli gani gurinchi oka vedio cheyandi,non-hate
2613,langa malli reporing waste trs daapu tappa em ledu,hate
2614,comments chese valla istampoi nee seperate site petkoo youtube la video pedthe andaru comments chestharu baga salary isthunattu undi neeku trs headoffice nunch,non-hate
2615,e bjp oil rates increase chesi vanta cheyali ante kastam undi anna,non-hate
2616,e bjp oil rates increase chesi vanta cheyali ante kastam undi anna,non-hate
2617,trs vallu esthalera dabbulu ra sale,hate
2618,trs cheppy nake vadhu,hate
2619,tdp lokesh valla modda kudisi poyindhi,hate
2620,ysrcp emo jagan drainage lo kalisi poyindhi jagan vadu vadi drainge face,hate
2621,same to same mallanna lekkane unnadi kada nee katha kudayeda dorikillu ra sami,non-hate
2622,ey pinky hey pinky hey pinky etla unavu me kcr etlaundu time ki money biryani istunda,non-hate
2623,fake luchha news ra jaffa,hate
2624,vaniki nukalu daggara paddai anna,non-hate
2625,trs poinaka ninnu uthukutharu kanipiyav lee inkachesko reporting e year,non-hate
2626,k t r kuda poyendu kadaa adigenavu lucha,hate
2627,nvvu first e channel dheni kosam pettinav kcr kosama peoples ki emaina prayojanam vundhara entha sepu kcr sanka nakuthunna,hate
2628,trs ku ammdu poyinara shankar ga jaffa,hate
2629,nuvu chiku raa kcr family dhi,hate
2630,arey shankar ga nvvu kcr sanka nakaku ra,hate
2631,hi ra trs kukka…,hate
2635,kcr gaaru meeku vunna dhairyam lo aina ap cm ki vunte bagunde,non-hate
2636,nirmala sitaraman garini ala anadam tappu,non-hate
2637,nirmala sitaramn mm singh attu tho samanam,hate
2639,raju sir meeru indian army sir meeru,non-hate
2642,are shankar em manishi ra nuvvu,hate
2643,arey shankar nuvuvu attupoku gadivi,hate
2644,first nee party pokunda chusko next,non-hate
2645,elections ki mundu enni hamelin ichindi trs avvani emayinayi nuvvu cheste chamatkar verevallu cheste balatkarannattu umdi,non-hate
2646,cm gadiki mental akindi,non-hate
2647,very nice bjp ni tarimi dengandhi telangan nundi,hate
2649,ori shankari neku party salary esthundi kani maku jabs esthaledu ra,non-hate
2650,shankar nuvvu news cheppaku ni pellam puku naku poyi nuvvu dankie crt,hate
2651,jd garu mee lanti genuine persons pavan gariki support ga unte baguntundi sir,non-hate
2652,​bjp tho kalistey i will vote for pawan anna,non-hate
2653,​mana ap lo kula partyle gelustai manaki aiggu ledu kabati bjp ni ranivam manaki kulam important,hate
2657,hope yashoda will be a very good comeback for samantha garu to the mainstream,non-hate
2658,samantha script selection lo acting scope roles choose cheskuntundi,non-hate
2660,samantha acting and fights excellent and superb ga undhi second half e superb,non-hate
2661,movie block boster andaru chudandi sam acting,non-hate
2662,samantha acting matram ichipadesindhi thrill chestadhi second half fantastic anthe,non-hate
2672,pakkana una ammai chala baga chasthudh,non-hate
2673,gorgeous bebamma,non-hate
2697,devuda intha hight undi ee ratham,non-hate
2698,om sri paarvatipatayee hara hara mahadeva shambho shankara om namaha shivaya,non-hate
2699,prabhas ki super jodiarabian bread vastundi,non-hate
2700,really anuska mam mee ku naa brother biggest fan,non-hate
2728,kgs rice bag ni pyna chesukoni cheste super ga vuntaadi,hate
2733,ee momment ki nizam gaa aricham,non-hate
2736,kriti garu miru na favourite heroine,non-hate
2752,dhani pandhi moham chusi shock avuthada,hate
2761,mana account lo amount unte adi digital rupee kada,non-hate
2766,avunu yers taravatha avakasam vachindhi matladaniki prajala kosam mila kallu pattukovadaniki kadhu,non-hate
2767,​nanu ok karya karta ga chaputunnu anna e sari matram pakka power star cm jai janasena srikakulam,non-hate
2768,​mana alochana mana mundhu unna tarala bavisathu mana mida adhara padi undhi,non-hate
2769,​okari mida estam too alochinchakandi okari mida dweasam too kuda alochinchakandi,non-hate
2770,okati yeppudu yevarini takkuva chesi matladakudadhu prethi okkaru prjalake pani cheyyali kabatti vallu yentha varuku pani chestunnaru ani alochinchiste manchidhi,non-hate
2771,​a bayam unte villu paripala tinnaga cheste sari ponu,hate
2772,​political fit kakapothe bayapadatam endukandi,hate
2801,deeni ki samma ga vundi,hate
2832,intha chinna vayasulo mimmalni kolpovadam chala sad anna,non-hate
2834,vera level sir,non-hate
2841,gattiga plan chesav gopichand mama,non-hate
2849,family mottam beautiful ga vunaaru,non-hate
2855,vidiki emina teliste kada em undo chepadaniki pm ki chetulu kattukoni kurcho ra,hate
2859,nduku puttav ra babu nuv andhra pradesh lo maa karma,hate
2860,abhaa yenni rojulu ayyindhi ilaa chosi idharini,non-hate
2861,mali denthonoo penta petesadu,non-hate
2864,blockbuster song ni entha direct ga copy kotteaav ga thaman ga,hate
2865,ayyo rama idhenna dance adhuku mela keerthi ya paaka mudiala looks weird,hate
2866,nivedha gurinchi matladam marichipoyi thanni chusi gurthukochi mike kosam vethukaduaa time lodhaniki kullutharendhira,non-hate
2867,pavan kalyan antey oka power oka dairyam,non-hate
2869,abba pk anna ventane photo digudhamu ani ante nivedha akka expression chudali️ jai pspk,non-hate
2870,nivedita eyes lo anandam choodandi great everest ekkinantha anandam,non-hate
2872,nivetha konni interviews lo aa time lo rajinikanth garithi movie chestunna idem peddha movie kanattu matladindhishe was not greatful to act in pspks movie,non-hate
2873,pspk vachi photo dhigudham antey aa excitement ey veru adhi clear ga nivetha face lo kanipisthunadhi,non-hate
2874,veedu dinni kuda vadili vundadu,hate
2876,akariki netho cenema thisina valani kuda vadaladam ledu antha pachipoye edusthunadu yedava,hate
2879,akka jagarthaa aaa pawala gadi tho room loki lakkoni veltaduuu,hate
2880,cheyi vadhalara kama pisachi,hate
2882,ladies over action chesthunnaru,hate
2883,pattinava papa industry lo ipude lesthudi ra chi marav ra,hate
2886,cheyi vadulu raa babu peli cheskuntava emi,hate
2887,sir nani koncham feel avvuthunaru sir,non-hate
2889,​avado rasindhi sadavadam appudu manathavo appudu bagupadathav,hate
2890,​ap state nu sarwa nasanam chesaru,hate
2891,ycp paytm batch vachhindi,hate
2892,zilla ko airport kadaruga inka roads ala vunte enti,hate
2893,sakshilo anni migurinchi rasuko,hate
2894,adige dhammu manà jail reddy ki ledu,hate
2896,​asalu districts okkati capital ayethe godava vundadu,non-hate
2897,veedu am pikaledu ani telusu,hate
2899,​okadaniki dhikku ledhu veddi mokana anta aha aha,hate
2901,sampu ravali palana marali,hate
2903,telangana andhra pradesh me b j p ki sarkar banna na mumkin hai ye yad rakho,hate
2905,cinema vundi bayya…… jivitham lo malli movies choodakoodadu ane feeling vacchindi,hate
2906,heroine kante ekkuva feel avutundi ga pilli mokham de antha scene a ledu ani teliyadu daaniki,hate
2908,andariki nidrostundi observe clearly,hate
2912,deepika cat feeling ammababoi nenu kudaa heroine ayipoyaa camera manalnee focus chestunayi chudanatee buildup iddam,hate
2913,cmr central lo movie promote chestey baguntadi weekends saturday or sunday movie blockbuster pakka,non-hate
2914,edi padite adi teeyadam janaalanu cash chesukovadam,hate
2915,sudheer garu na presna pedha pedha star la ke e bild up undadhu nuv chala chestunav nee kanna get up srinu baga chestaru srinu annake big screen ki face ki correct bagutundhi,hate
2916,rashmi tho kalisi oka manchi love story movie theeyi sudheer anna,non-hate
2917,deepika kanna rashmi ye baguntundi,hate
2918,abba meeru em handsome anna abba i love you sudheer bro,non-hate
2945,anna yentanna edhi nenu yeppudu chudalee,hate
2955,batch loo vedu okkadu ycp party loo,hate
2961,mari atluntadhi krithi brm thoni andham ante minimam atta,non-hate
2964,caselu unnapudu kallu pattukovali leka pothey cbi vaalu jail lo vestharu,hate
2965,expresion em vundavu anntiki same expressions,non-hate
2966,ayyo anuksha seeti kikrthi setti ki shoulder down undhi,hate
2971,antha perfect ga ayithae raledhu but try chesaru kadha thats more important,hate
2987,akka neee voice la edo magic music undiii,non-hate
2990,dress bavundi kaani phone poyindi,non-hate
2991,dress ni chusukunnatuga kasta phone ni kuda chuskovali kada amma,non-hate
2995,helping nature kuda vundaali apude manishiki viluva,non-hate
3052,arey edi ammai kadura anti,hate
3056,next generation chala strong ga prepare chesthunnaru,non-hate
3058,enni saarulu chusina chudalanipistu vundhi,non-hate
3062,siri kosam vachenappudu srihan ni chala manchodu anukunnam,hate
3068,pinky ki entha kopam vachi vuntundhoo papam,non-hate
3069,anna pinky akka kada ne jodi were is pinky akka,non-hate
3078,annayya undi kuda miss avuthunnavaru,non-hate
3079,shekar master appatlo sadha garitho dhee lo dance chesevaru,non-hate
3083,atleast thana age ki thana carrier set ayyindhii,non-hate
3084,elanti song vesina ade oke expression papa malli dhaniki karuvu batch,hate
3099,inthamandi abhmaninchali ante entha adrushtam chesuko undali,non-hate
3105,starting lo full cover aiye vesedi dresses rating kosam ippudu air free,hate
3134,e rojullo ela chetta dress lu dancelu vesi paruvu theyyakamdi mam,hate
3152,hit kodithe kadhu madam valla tho padukunte offers vasthai vallaku,hate
3153,exposing dose penchhite offer lu vasaty,hate
3155,frank ga cheppalante evari personal life valladi meru chesthundi enti mari peruki pedda news channels avasaramayina news vadilesi sodhi news lu cheppatleapudu mimmalni alage anali ga enta sepu cinema valla personals lo leda social media peru cheppi netizenlu troll chesthunaru anatam controversy lani pani kattukuni crete cheytamila sodhi news ee kani paniki vachevi epudyna cheppara ra scrap media channels,hate
3156,nee bonda pelli ayyaka vidipovatam kante munde vidipovatam manchidi nuvvu nee dikkumaalina news,hate
3175,meru super mee matala chala chala navu vastundi sir,non-hate
3176,director ga kante camedian ga akkuvaga navvistunnaru super,non-hate
3185,vaadi face enti ala aypothundi chiraku ga,hate
3186,janaalu navutunaru nani asalu siggu eggu lekunda elaa support cheskuntunnav,hate
3187,ree babu nani ga neku eaduku ra avasaram vajaya sai chappali ha visayam nevu eaduku neku avasaram eamiti,hate
3188,veedu bhutulu vedava,hate
3189,hours tdp adhi chesindhi janasena idhi chesindhi ysrcp em peekindhi raaaaa lafoot all fraud all kabja all fake ysrcp life lo malli gelavadhu…,hate
3190,yerri paapalam manam samanya prajalu,hate
3191,meeru gopi goda meeda pilli anna maata edava,hate
3192,party paranga vaduu godameeda pilli laga kuda vaddu ra howla,hate
3193,no broker raa nuvvu,hate
3194,ithea meeru yemi chei leru ani opukunaru santosam ithea meeru cheappe sollu ennalu vinnandhuku memu sannasulam kaani memu lo maa vote tho cheigalam,hate
3195,dasamagram datha puthrudu gali pavan puka ga namakaranam cheyyadi,hate
3196,elagaina vastadu mee dhulaa thirustadu,hate
3197,induke mimmalni ycheepi chavata sannasulu andi,hate
3198,mere brathukulu inthey eka nasanayam aaipotai,hate
3199,miru theda ga kanipisthunnaru,hate
3200,ycheepi goondalaki bhayam start ayyindi edavalu ki,hate
3202,maku commen sense undaa banda edava anni ardam avthunai miku ardam avudi election ina tharwatha,hate
3203,e andhra thanos and paytm batch picheakki elanti panulu cheastunarru poea kalamm dagera padindi,hate
3204,shooting leka mind dobbindi court should consider this issue if students take him as inspiration then what will happen is it correct pls consider it,hate
3205,hello paytm s meeeku okkadi paguluddi,hate
3206,konderri puk channel la unde,hate
3208,ayya ikkadiki vochi rs tiskuni moragandi inka,hate
3209,pora neeeeeee nekanna pedha vunmadhi vuntara ambati,hate
3211,elangana prabhuthvam andhuna point kalyan vaadi amma ni dhengina prabhuthvam kadha no doubt,hate
3212,car top medhega kurchuni vachindhi mee araganta auntymedha kurchuni kaadhu ga me fans tega feel aypothu support chestnaaru manchi aatagaadivey,hate
3214,meeru ilaage sakshi munde vuntaaru okasari bayatiki velthe nee bathuku yento prajalu telustaaaru velli chudu,hate
3215,pichi pattinattundi peekey ki a p arachekam jaragabothundhi ani anipistundhi naku,hate
3216,vaadi puttuka lopam,hate
3217,ee gali gadu ugipotunnaducinma shooting anukunnademo,hate
3219,konchum theda kadu chala theda after elections paise direct flight to moscow russia to become president of russia package changed from rs cr to rs cr,hate
3220,pichi kukka tho pillasainiks jai paytm pillasainiks,hate
3221,siguu vundali mokaniki laa,hate
3222,siggu undali ra,hate
3223,nuvvu vastavu em matladathavo nekay theledhu tedha ga,hate
3224,neevi pichi kekalu,hate
3225,nuv pani cheira babu mundu eppudu vere malla meda padi edustav,hate
3226,babu aambotu ramubabu garu maru matladevi enti ainaa meekanna unmadulu evarunnaru netho padhi mandi daka untaru malli chupinchu antaru enti,hate
3227,sir paapam taagivachaduthagubhothoduvadhileyandi sirsir ma galli lo oka drinker same to same pk laagane vunttaduvaadu vaadi cuttingthu,hate
3228,pawala pichi kukkabiscuits kosam vachindoiiii,hate
3229,nuv matladina waste ra,hate
3230,nikanna kukkaha leru,hate
3231,apara thagubothu abbati,hate
3232,sulli ra,hate
3233,nuve tedaga mataladutunav,hate
3234,babu o rambabu nuve sa naki pothuv babu,hate
3236,mee maata tiru chala baguntadi si,non-hate
3240,atla vuntadi mala manathoni mamula undadhu,non-hate
3247,entha cute couple abbaa,non-hate
3248,akkka this is just na birthday akka ninna and this video makes me laugh little harder u guys are best,non-hate
3249,meeru nijamga made for each other asalu mi vlogs vammo navvi navvi na kallalo nunchi water ochesindhi hope you will do more and more videos,non-hate
3250,geethu first navu over action vadu ok ah pubic ke over action vadu ok navu koda same,hate
3251,peetha … idoka lavada lo buildup,hate
3253,geethakka performance matram apadam ledhu gamental di,hate
3254,geethu ki correct mogudu shiva dimma thirigindi geethu ki,hate
3258,geethu ni frist eleminate cheyyandi mari ante mari chesthundhi edhi pedha over action toy aeindhi ra babu,hate
3259,satya over action ekuva aindhi arjun paina papam vadi affection kuda content laga thisukundhi,hate
3260,ammai maya la padithy ela madhyala out aavtham papam bali aaipoyadu pilla puku gadu,hate
3261,mustache kosam wait chesi untaduinni rojulu ee video cheyadanikienthaina ne dedication ki hats off bro,non-hate
3267,england match gelichindi viratsky and hardik hrudayalu gelicharu anthe,non-hate
3268,ipl ki best mana palyers international matches enduku waste,hate
3269,kanisam okka wicket kooda teeyaledu waste galu,hate
3279,anna mee spandhana bagundhi,non-hate
3280,rashmikaanteasalu chiraku naaku,hate
3282,saami kadha kannaa venakaala nuvv cheppina vivarana baagundi…,non-hate
3284,rgv effect valla puri cinemalu anni dobbayi,hate
3285,vadu donga nuuv yadava,hate
3286,psycho pastor vadulu,hate
3287,rgv tharuvathe evarainargv is greater than rajamouli or anyone else,non-hate
3288,vine vallani batti cheppochu rgv ki entha respect istharo vallu,non-hate
3289,swaami nee attitude ardham chesukune maturity ee world ki inka raledhumay be after years we may get that maturity really you are amazing…,non-hate
3290,ne failures ni kuda honest ga accept chesthav andhuke nuv greatnormal human being ki adhi kudharadhu,non-hate
3291,meeru nijanga great sir rgv is very great,non-hate
3292,upendra cinema lo hero character rgv real character same to same,non-hate
3293,pakka salaar release sep key prashant neel ss rajamouli rrr key bayapadaley viniki bayapadutada na lowda,hate
3301,sound thaginchi chudala thu dinamma yemundhira dintlo lanja la undi,hate
3303,koja valla number untyy send me,hate
3307,number cheppakunda recharge super ga chesav,non-hate
3308,nuvu nijangane pichodivi,hate
3312,prathi scene prathi shot u mind pothundhi amma baboy awesome script selection,non-hate
3316,annaaaa navvii navvvii stomach pain vachindhi,non-hate
3317,chala bagundhi anna,non-hate
3320,veedu em chestunadu ra ante i want to understand his state of mind kantlo neellochinay navvi navvi devudaa,non-hate
3327,madya madyalo aha sound vere levelee aunty ekkada dorikindi bro vadaletlduga gap ekkuvindi bro,non-hate
3328,vaanchi padidhengu broo,hate
3330,enni rojulu ayindi anna ne video chusi,non-hate
3333,return lo bocha nuvvu theeskoni unte super laughter vachedhi bro,non-hate
3337,mind blowannaekumbaga chesaru acting iddaru super anuko annnaaa,non-hate
3339,chaala disappointed mood lo intiki vacha bro mind antha free aipoindhi,non-hate
3342,atlunttadhi palanadu thitlantte sarrigga deggutam,hate
3343,na ears lonundi blood leak ayindhi lanjalu kompa lo dialogue vini,hate
3346,dengav ga video,hate
3347,ninnu dengestanu,hate
3348,telugu industry na modda kudavandi ra,hate
3353,kindha midha upu doctor samaram sir thopu,non-hate
3355,meeru ee subject lo god sir maaku ee subject lo meeru cheppinantha correct clear solution evaru leru,non-hate
3356,kani ekkuva cheste alasata weakness body peragaka povadam teenage lo tarvata kuda face paina gaddalu pimples ravadam nijambetter keep it twothree times a weekget busy and focus on your studies and career guys,non-hate
3359,living legend sir miru,non-hate
3364,varicocel gurinchi explain cheyandi madam,non-hate
3365,man vericocile vunnavallaki kuda count peruguthunda,non-hate
3367,mammalni eppatnundo motivate chesthune untunnav brobaguntavmaa andhari aasisulu theesukuni chala baguntav,non-hate
3370,clear ga explain chestaru chala manchiga artham avuthundi,non-hate
3375,mundhu veeni interview chesthunna channel vallani thannali,hate
3376,mentel gadini tesuku vachi kurcho pettukunnaru enti anker garu,hate
3377,krittika garu vadine chepu tho kothandi live lo,hate
3378,intha pichi ekkada chudaledu,hate
3379,yeediki prathi kshnam third degree pettali yee sollu poyenthavaraku,hate
3380,vacharuu thikdhi thikkoduu,hate
3381,veedemma veedi lssge waste dhi,hate
3382,picchodini interview endhuku chesthunnaru may be trp kosama,hate
3387,very funny tirupathi language yaasa dimpaadu he has very good natural making sense of humour hope to see him soon in jabardast,non-hate
