S.No,Comments,Label
HATE_3119,madhi sommu ea kadha vochesthadhi,hate
HATE_3120,nilanti varu okkaru unna mana desham baguntadi,non-hate
HATE_3123,arjun reddy slang masthu undhi,non-hate
HATE_3124,bagaa tension paduthunnavu akkaa,non-hate
HATE_3125,daniki mekaup mida una sradda abiruddi meda ledayi,hate
HATE_3128,ore teenmar mallanna pedda thopula feel kaku,hate
HATE_3129,orei ep nayala evadu pay chesindu neeku politicians ankunda veela meedha paddav,hate
HATE_3130,miku cinemala gurinchi andhuku ra nuvvu pettukunna dhukanam anti matladey matter anti,hate
HATE_3132,usa lo cr value house etla konnav ra nuv evadi abba sommu,hate
HATE_3133,evaru vunauru akada super,non-hate
HATE_3134,yerripooka,hate
HATE_3135,education mukkyam kadu janalani chadinivanadu eerojuallo vadu goppavadu,non-hate
HATE_3136,yes mark lu kanna gnanam sampadhisthe life long panikivasthadhu,non-hate
HATE_3137,e over action voddu ra,hate
HATE_3139,naa drustilo pspk garu devudu,non-hate
HATE_3140,samantha ki exposing fame popularity medha una interest family medha ledu emo asal bollywood lo act ey cheyanu south ante pranam ani interviews lo chepi epudu ah chetha industry ki importance isthundhi ey hero mahesh babu ram charan allu arjun vala wifes tho exposing vere vala tho chetha scenes cheynisthara andharau valu kalavali ane anukuntunaru gani ami akshay kumar ethukuna parledu evaru em chesina parledu anatu mindset adhi popularity anukunta amiki,hate
HATE_3141,andhariki rajamouli rgv inspiration emo naku meere inspirationwords can do more than actionmee laga knowledge gain cheyyali sir nenu,non-hate
HATE_3142,ur too intelligent sir me interviews anni chustanu yedho oka message istaru sir,non-hate
HATE_3143,manaki ibbandi ochinappudu koncham sahinchatam kastam ochinappudu koncham bharinchadam anandham vachinappudu koncham panchadam,non-hate
HATE_3144,moham lo choodu enta kala uttipadutundo,non-hate
HATE_3145,movie matram modda gudisi potadhiii pakkaa,hate
HATE_3146,bokka la vundi movie,hate
HATE_3147,hindi vallatho sanka nakipothav,hate
HATE_3148,anduke film dobbindii,hate
HATE_3151,sathi nee comedy lo pasa ledhu,hate
HATE_3152,sati ni interviews chuse vallu ipudu evaru leri,hate
HATE_3153,satthi nee comedy irritation ga undi,hate
HATE_3154,satti erripuk irritating,hate
HATE_3155,nattu gaadu tappu maatladi vundachu nuvvu peekindhi em ledhu andaru nomination chesina vaadi valla vachesam antaaru kaani votes vesedhi audience idhem logic naaku artham kaaledhu nuvvu ashu limits cross chesi maatladaru house lo adhe inko magadu mimmalni ante pativrathalla pose em ladies raa swamy,hate
HATE_3156,sravanthi akka dont cry be strong v r u,non-hate
HATE_3157,waste gadu natraj is very bad behaviour,hate
HATE_3158,natraj chala bad behaviour,hate
HATE_3163,nenu vunnanunenu vinnanunenu chusanu all are eligible for the oscar level performance,non-hate
HATE_3164,mimmalni chustunte allu ramalingayyagaru comidy chusinattu vundi malli,non-hate
HATE_3165,hahaha papam aravind garu rathri nidra lo kuda tieup antey bayam vachetatlu undi,non-hate
HATE_3166,maa allu aravind gari comedy super allu sir plz meeru movies loo act cheyandi,non-hate
HATE_3167,allu aravind garilo manchi actor vunnaru hilarious,non-hate
HATE_3168,chachipothe pedakaram poyedhiga andhuku bathikavra,hate
HATE_3169,mulapeta lo years chadhukuna,non-hate
HATE_3173,magadiki aada vesham vesinattundhi srija aa maathranike pelli meedha pelli siggundali,hate
HATE_3174,dhobbey dhobbey antunnav enti chiraku dhobbinchadam baga alavatu anukunta neeku,hate
HATE_3176,pillala gurinchi alochinchi husband tho kaliste andariki baguntundi pls take care,non-hate
HATE_3178,kothaga ee dharidram inka vellu start chesaru,hate
HATE_3180,ntr anna la acting cheyleantey enko janma ettale evarinaa jai ntr anna,non-hate
HATE_3181,dheni bhaga deangali rojani,hate
HATE_3182,abbabba em reply echadu boss supper,non-hate
HATE_3185,bokka spritual ela champukkunnte years baby,hate
HATE_3187,washing powder nirma neevu maa mukyamantri awadam maa karrma,hate
HATE_3189,oka family motham industry akramincheste prati okkaru ilage matladali tappadu,non-hate
HATE_3190,re endukura overacting thengutunnav,hate
HATE_3191,cheppindi chalu denge bokka,hate
HATE_3192,ee yadava monna balayya nu kuda alage annadu,hate
HATE_3193,a gundey brathakali bro,non-hate
HATE_3195,meku kuda manchi bavisath unntadi,non-hate
HATE_3197,atluntadhi mannolathini,non-hate
HATE_3198,chillara bokugallu,hate
HATE_3199,nijanga ilanti extraordinary persons untaru,non-hate
HATE_3200,nijamga ala ante principal urukuntadantava bhayya,non-hate
HATE_3201,ma principal ni antha mata ante internals lo fasak,non-hate
HATE_3202,nuvvu nee fake muchatlu,hate
HATE_3203,vinevallu verrypappalithe edina cheptharynammandi nammandi,hate
HATE_3204,ahh bongule,hate
HATE_3205,erripuk gallu meru,hate
HATE_3206,pedda sollugaadu,hate
HATE_3207,nijamga aadu annadaveedu kurchoni sollu dhobbuthunnadu,hate
HATE_3208,brahmini name yenduku raaorey tingaroda as amai paruvu teestunavu,hate
HATE_3210,emana common sense unda ra lokesh nikuaa video ki ni wife name mention cheyadamfirst tym anpinchindi nuv nijam ga pappu anim,hate
HATE_3211,alaanti goppollaki ilaanti goppolle pudatharu,non-hate
HATE_3212,meeru ala antunte goosebumps vastunay sir,non-hate
HATE_3213,malli thintanu antadu chusava adhi comedy,non-hate
HATE_3214,jaffa mega family,hate
HATE_3215,uvvvvvvvvvvvvv joke bagundi pulka,hate
HATE_3216,meru eppudu telugu lone matlada tharu,non-hate
HATE_3217,anna boss mega star rc ki dance ki andariki punakam ravalla anna,non-hate
HATE_3219,shekhar gadu endi na ninnu pilchedi,hate
HATE_3220,anna nv thopu neki sati yevaru leru,non-hate
HATE_3222,chala smart anna nvupuri sir koduku anioinchukunnav,non-hate
HATE_3223,super cover drive puri babu,non-hate
HATE_3225,yadava veshalu taginchukunte baguntadi,hate
HATE_3226,gudda balisindara aadiga balayya fans ikkada,hate
HATE_3227,vediki gudda baga balisindi anukuntabalayya babu meeda jokes endukura ep,hate
HATE_3228,ne dramalu ayana daggariki velli chey muthipallu ralakodatadu,hate
HATE_3229,chempa pagilddemo,hate
HATE_3230,are babu niku endukura,hate
HATE_3231,adi gadu bathroom velli vachi kadukkuntunadu,hate
HATE_3232,dance show erripuku chesesaru kadhara comedy zabardast lo cheyandi d lo dance cheyandi erripuku director erripuku editing,hate
HATE_3234,xlent meeku meere saativery,non-hate
HATE_3237,in direct reshmi ke kiss aadiga du sudheer bhaiyya,non-hate
HATE_3238,manu garu meru involve avvakandi chala chiraku ga vuntundhi,hate
HATE_3240,annaiah ani sarlu vinna vinnali anipistundi annaiah ni songs,non-hate
HATE_3241,nv enjoy chestu bale padavu,non-hate
HATE_3242,enti bhaya ala shock ichav ammaikudu la unde vadivi,non-hate
HATE_3243,trolls chese vallaki pandage e video tho,non-hate
HATE_3244,ma sudheer anna ekkadunte akkade navvulu,non-hate
HATE_3245,late iena parlaydhu movie mamuluga vundakudadhu movie,non-hate
HATE_3246,mangli enni songs padi peruthechukundho valla sister ee okka song tho antha peruthechukundhi you success continue like this sister,non-hate
HATE_3247,vedoka pulkagadu vinikanna prakash raj better,hate
HATE_3249,yevaru e mogudu vadilesina pativratha,hate
HATE_3251,ni batuku yente,hate
HATE_3252,veedi maatalaku yentha mandi kodathaaru veeni,hate
HATE_3253,karma ra swami,hate
HATE_3254,naaku okasari pisakalani undi apsommullu tinitelangana lo pisikinchukuntunnaru,hate
HATE_3255,chi yentra makikarma,hate
HATE_3256,moddakuduv,hate
HATE_3257,apande ra me ranku veshalu me kullu comedy,hate
HATE_3258,mee chatha face llu mee kullu comedy tu,hate
HATE_3259,chachi urukuntavanni thaguthe,hate
HATE_3261,telugu tamil industry la ki break dance nerpindhe prabhudevameru evergreen dancer sir,non-hate
HATE_3262,idhi dance ante super anna nee daggara evaraina sariporu mee vantilo undhi,non-hate
HATE_3263,hema kuturu chala chala baguntadi chala suma show lo chusanu,non-hate
HATE_3264,panikimalina,hate
HATE_3265,deeniki doolekkuva kovvu baga patti unnadi,hate
HATE_3266,ranku mundalu meru antha,hate
HATE_3268,pakkode meda pade edvadam tappa inkem radhu vedeki,hate
HATE_3269,veedu aadi gaadu maaradu veediki stage cleaning pani ivvandi,hate
HATE_3270,aree aadi entra ni balupu koncam siggu emaina unda,hate
HATE_3271,arey cheppu tho kodatha,hate
HATE_3272,nee video chusanu bagundi vishnu,non-hate
HATE_3273,kallu dengaya broo,hate
HATE_3274,pulihora raja gadu appudu choosina ladies tho pulihora kaluputhu untadi niku vere pani leda anni overaction video lu chestadu,hate
HATE_3275,ekkuva seyaku inka chalu,hate
HATE_3276,kama kukka,hate
HATE_3277,audience be like bengu athi bengaku,hate
HATE_3278,charan cute cute expressins chala bagunnadu,non-hate
HATE_3279,migataa pannendu gantalu bathrooms clean cheskuntavara dyper aadhi,hate
HATE_3280,eetv lekapote adukku tine vallu,hate
HATE_3281,ari pulka family chusi videos aa evi control words,hate
HATE_3283,gunturodi yetakaram ante itlane untadi mari,non-hate
HATE_3285,ok andi mari vallu sampadinchukovadanike ga vallu hero avadanike ga maku or avutundi office nundi camp nundi ravadaniki adi ma family kosam andaru ante javan lanti valla to manakenti polika,non-hate
HATE_3287,akka niku ekkuva inda endimata sariga ratle,hate
HATE_3288,meeru moosukunte baguntadi,hate
HATE_3289,guvva balupu bagundhe niku,hate
HATE_3292,chala manchi singer but win avvaladu but he will reach his success,non-hate
HATE_3293,deeni over ackshan ekkuva aiendi chitra gari voice kanty emi baga lydu avidaaa chala paddathi ga untaru,hate
HATE_3294,dabulu iste adi padindi dabulu iste villu act chesaru lavadaga laga undi set kaledu,hate
HATE_3295,e bogada aadi gadu unte show sanka nakinatte,hate
HATE_3296,amma pai joke enty raaa avulagallraa,hate
HATE_3297,tokka jokes,hate
HATE_3298,adhi nuv ekkuvachaiku ra kojja,hate
HATE_3299,pilla puk comedy,hate
HATE_3300,chala worst ga undi,hate
HATE_3301,modda lo comedy,hate
HATE_3302,specs teyi ra yedava,hate
HATE_3303,amma anaadhi inkokadu vastunaadu antaadhi nee bongulo comedy nuvu,hate
HATE_3306,inni rojulaki veedni correct ga dengaruuu,hate
HATE_3307,sollu nayala,hate
HATE_3308,vidu vidi kullu jokulu thuuuu,hate
HATE_3309,reyyy houleee chaduvu meedha jokulu coment cheyyakuuu daridrudaaa,hate
HATE_3310,ayithe poyi master gaadi modda guduvu,hate
HATE_3311,orey adhiga guddha mue,hate
HATE_3312,nuv velli vani solla cheeku aithe,hate
HATE_3317,nattu ga neku manishiki undalsina lakshanam okkati kooda ledhu kadha ra,hate
HATE_3321,etuvanti interviews kadhaa manaki kavalsinavi,non-hate
HATE_3322,ilantivi kaadha ee generation ki inspiring untadhiplz do more,non-hate
HATE_3324,bagunnavu chai and pallavi,non-hate
HATE_3325,nv ni mokam,hate
HATE_3327,deenni chusina prati sari naku penta kurchunna feeling vastandi,hate
HATE_3331,erripukulu,hate
HATE_3333,chala chala bagunnav and nee voice kuda,non-hate
HATE_3334,patakanna manishi bavundi,non-hate
HATE_3335,abbo iragadesindi song vere level,non-hate
HATE_3336,modda gudisipotav bollywood content lamti movies tistey,hate
HATE_3337,thu vedu mokam tagaletta,hate
HATE_3340,brahmi ekkada untee akkada comedyy,non-hate
HATE_3342,sir malli meeru industry ki ravalai sir,non-hate
HATE_3346,nu thopu director anna,non-hate
HATE_3348,theatre lo chusi masth enjoyed,non-hate
HATE_3352,iddaru same dress try cheyandi,non-hate
HATE_3354,nuvu chepu ra lakadikapul dubai ki yenduku velado donga malligadu,hate
HATE_3355,okka kcr thappa vere party vallaki amathram chepparu e thenmar,non-hate
HATE_3356,nvvu first e channel dheni kosam pettinav kcr kosama peoples ki emaina prayojanam vundhara entha sepu kcr sanka nakuthunnav,hate
HATE_3357,arey nuvu poyyi kcr gandhi naku ra manchiga matladithey memu kuda manchiga matladtham,hate
HATE_3358,arey shankar ga nvvu kcr sanka nakaku ra,non-hate
HATE_3359,idhi kadha kavalsidhi jai kcr,non-hate
HATE_3360,rey first education health free ivvu racountry m cheddam anukuntunnav ra telangana katham chesina,non-hate
HATE_3361,ondarga sachipora taagubothu kcr talangana ki pattina daridram potadi,hate
HATE_3365,anna samskaram undali koncham manishiga puttinappudu sampadhinchali ante elagaina sampadhinchochu kaani ilanti bhaashani janalaku nerputhu kaadhu,non-hate
HATE_3367,veedu gelisthe telangana people dhi kuda adhe situation,non-hate
HATE_3368,dinikanna sigguchetu inkoti oundadhu mery ma cm anni telangana pattina peedha,hate
HATE_3369,thappem ledu cheppulu andistheoka ias cm kaallu mokkithene anni muskoni unna meeku idela thappuga anipisthundi,non-hate
HATE_3370,kcr appu inka akkuva chesadu kada adhi cheppu mari,non-hate
HATE_3371,first telangana gurunchi edvu jai bjp,non-hate
HATE_3372,orey nuvvu trs ki anthaki ammudu poyavu ra niku antha echaru ra trs party valli,non-hate
HATE_3373,kcr gadu em pikindo cheppu ra shanka r,hate
HATE_3374,kcr ke potenava ne bathuku,hate
HATE_3375,u r the brokar in the party of trs,hate
HATE_3376,arey r entha echchadu ra neeku,non-hate
HATE_3377,nuvvu poyi ktr gudda naku jai bjp,hate
HATE_3378,nuvvu dorikithe than thantharu pattukoni evariki kanabadaku,non-hate
HATE_3379,good bro mari kotla appu chesina telangana gurinchi ndhuk matladav,non-hate
HATE_3380,kaleshwaram paristhiti anti bayaa,non-hate
HATE_3381,are o nuvvu sollu aapu thammi,non-hate
HATE_3382,modi to kcr ey ley pilla bacha nayala,hate
HATE_3383,telangana prabutvam entha cheasindo chepav mari,non-hate
HATE_3384,niku kcr eche salary kuda mem pay chese tax ee,non-hate
HATE_3388,arey babu asalu nuvu telangana lo m adikaram undhi ra matladaniki,non-hate
HATE_3389,manchi vishayam telusukunam sir dhanyavadalu,non-hate
HATE_3391,shankar ninnu bjp kukka kottinattu kodutaru,hate
HATE_3393,kcr ktr chanchi povali anni black magic chesthunna jai bjp,hate
HATE_3396,arey shankar lanti lucha galani namadhu vadu trs kukka,hate
HATE_3397,valla kosam ne life risk chesukoku,non-hate
HATE_3398,police vallu cheppindi antha nijamena poorthi enquiry ayina tharavatha nuvvu vallanu criminals ani cheppu brother,non-hate
HATE_3399,neeku kcr and ktr gaadu bichamesthundara,hate
HATE_3406,na ayya somma aa paisalu ma daggara ni dengesina babbulu avi emanna kontav,hate
HATE_3407,kcr nivi anni dongaa mataalu dongaa buddulu,hate
HATE_3408,anna challa chinna pilla e ammaini inthaalaa torcher chesthunnaru mee pillalanuu elaghe chesthey elaaa untadhi annadhi meruu ardham chesukondi inkaaa meruu elagheee chesthanuui antay devuduuu meeku thaghinaa mulyam chellisthaduuu nijangaa aaa thirupathi venkteshwarlu swamy untay mekuu emikakundaaa me minduu mi family lu kulipovalani korukuntunna from telangan,non-hate
HATE_3417,devudu anna padham chala strong feeling confident nii istundh,non-hate
HATE_3421,poyi poyi bollywood vaalatho kalisi theesthey ilaane vuntundi,hate
HATE_3423,full clarity tho unnaru and correct ga chepparu movies lo fan following veru real life lo fan following veru,non-hate
HATE_3424,full video please bayya,non-hate
HATE_3425,experience lekapothe okasari poyi posani adagandi ra notti dula valani ela deal chesthamo,hate
HATE_3427,ayya kulalu kosam kaadu manchi nayakudini yennukonedi,non-hate
HATE_3429,already political lo jagan mohan reddy garu back to back sixes kotti chupinchadu edariki,non-hate
HATE_3431,bayata fans ni rechagottedhi ee chillar galle,hate
HATE_3432,enti kottedhi duck out ayyadu politics lo,hate
HATE_3433,pk inka ka pauk ap lo jokers,hate
HATE_3434,ede poindi kaadu manaki,non-hate
HATE_3435,sri chaitanya sports encourage chesthundhi antey naku namadam kastam ga undhi,non-hate
HATE_3436,telangana dongalu evaru diniki kuda samadanam cheppandi,non-hate
HATE_3437,kaleswaram sanka nakenchendevaru dora,hate
HATE_3448,pavitra ki pelli kakunda oka abyyai kapuram cheshindhi,hate
HATE_3451,pora howle gah ekkkada nunchi mingey,hate
HATE_3453,thanq shankaranna praveen anna ki screen ichinanduku happy to see you both,non-hate
HATE_3454,trs entha istha annadu ra niku nv em samsarivi kavu ra praveen,hate
HATE_3455,mimmalni ekkado chusi nattunde,non-hate
HATE_3456,are pichi sulli gah entha tiskunavra trs daggara,hate
HATE_3457,ivi news antara asalu,non-hate
HATE_3458,shankar nuv kalsi e chanel ni nadipiyunri manchiguntadi,non-hate
HATE_3459,rey apara nee thelivithakkuva matalu,non-hate
HATE_3460,nuve pedda joker vi mallianna ni antunnaru,non-hate
HATE_3461,trs ku support cheste nuvve,non-hate
HATE_3462,na moddala mallanna,hate
HATE_3463,anna super bro,non-hate
HATE_3464,correct bro vadu langa road meedha ammukuntaru,hate
HATE_3465,fake news news line,non-hate
HATE_3466,neevu great annasuper,non-hate
HATE_3467,nuvu trs nu adugura nuvo ml ga mallanna kali gotiki sari povura nuvu ne batuku tho,non-hate
HATE_3468,edu oka suligadu jai mallanna,hate
HATE_3469,kcr bsp valu enni eastunaru month ki nek,non-hate
HATE_3470,jai teenmar mallanna,non-hate
HATE_3471,nivu kcr tho thov ra chilka,non-hate
HATE_3472,sanjay annani ante niku paguludhu hayi…,non-hate
HATE_3473,dhesaanni ammesevaadu yevadiki hero meekaa,non-hate
HATE_3474,jai congress jai congress win pakka jai reavtha redd,non-hate
HATE_3476,reventh reddy dhi gadidha moddavadu waste,hate
HATE_3477,bandi sanjay gadu amit shah kukka vadu poyi vadi kaalu nakutaru,hate
HATE_3478,kcr dhi barrey karrey mukku vadu waste pm ki,hate
HATE_3479,bjp kuda terrosit ey vadu lanja panulu evvaru cheyale,hate
HATE_3480,putin valla motham lokham lo inflation periginglu vadu cheshina langa paniki memu suffer avvuthunam,hate
HATE_3481,ni pellam puku denugutha ma anna annavu ante,hate
HATE_3482,oka ammai vi ayundhi illu clean chesthunavu ani complain chesthava siggu techuko,hate
HATE_3483,kajal oka bitch naku modda dani notlo pettali anni vundhi,hate
HATE_3484,ee kalam ammailu ki dabbuli vunte chaalu anukuntaru,non-hate
HATE_3485,oka ammai vi vundhi natho argue chesthava puku mosukoni inti panulu cheyi,hate
HATE_3486,samantha oka trigubothu lanja chai lanti mogudu vadilesindhi,hate
HATE_3487,jai kodali nani meru oka dynamic leader,non-hate
HATE_3488,nen pedda payalu vunna ammailinu dengi bore kotudhundhi iamcomingforskinnygirls,hate
HATE_3489,desanaki oka nehru oka vallabahi patel vundali kani manaki oka shah inka modi lanti vallu dorikaru,hate
HATE_3490,pichi puku kukka na meddha nunchi leyi,non-hate
HATE_3491,ee video chusintarvatha mee meeda respect perigindi,non-hate
HATE_3492,ee ammai chala bagundhipade pade chudaalinipistundhi,non-hate
HATE_3495,tickets rates thagginchaaliappudey janaalu theatre ki vastaaru budget peruguthondhantey dhaanikkaranam producers e heroes budget north indian heroines valla staff ni mepaali ivvanni thadisi mopodavuthunnayi,hate
HATE_3496,hero lu remuneration taggisthe dil raju rates penchi collections motham mingesthadanta…funny fellow,hate
HATE_3497,deal video thesi pettu chetha news,non-hate
HATE_3498,bjp ni lepindi kcr and trs ippudu bjp ante ento trs ki ardam aindi bjp ki chance isthe trs ne mingesthundi ani,non-hate
HATE_3499,twitter tillu gabi banisa,non-hate
HATE_3500,ktr valla hyderabad baga devalop ayindhi jai ktr,non-hate
HATE_3503,telugu prajalu badhalu tirchedi one and only mahesh babu garu thankyou for your guts,non-hate
HATE_3505,its not about giving money its about giving satisfaction to viewers and spreading humanity,hate
HATE_3506,bro neku rip date daggaraku vachesindhi,hate
HATE_3507,logically what u said is exactly right appreciated the way you explained the concepts of government and other way of ruling good keep it up dear,non-hate
HATE_3510,arey nee antha chetha nakodukuni chudaledh ra ippativaraku,hate
HATE_3512,your flow and bgm super bro chinchesav,non-hate
HATE_3513,prathi chillara gadu harshasai gurinchi matladame help chesina tappu ye ra babu meku,hate
HATE_3514,anna i want to say one thingu say mindblowing truths love u brother keep it up i really proud of you bro,non-hate
HATE_3515,nuv annantha mathrana harsha sai midha abimanam thaggadu ra,hate
HATE_3516,bro moto vlogging lo andhari kanna nuvve ishtam naku,non-hate
HATE_3517,ee tata nexon antha lavda car nenu ekkada chudaledh ra,hate
HATE_3518,sir last time kohli newzealand t series lo oka runout alany chesadu mindblowing runout sir adhi,non-hate
HATE_3519,kl rahul is the biggest fraud in indian cricket,hate
HATE_3520,i feel like bhuvaneshwarkumar must be dropped from the upcoming matches because he is going for lot of runs in death overs,hate
HATE_3521,prathi chethanakoduku viratkohli ni anetode lavdapuk gallu,hate
HATE_3523,special respect for indian cricket thanks for international board of australia,non-hate
HATE_3527,lokesh anna nuv super anna i am proud of to see you like this way of speech jai lokesh,non-hate
HATE_3529,roja neku dammu unta ys jagan ki cheers pompu yanduku anta ys vijayamma ni vishaka mp seat gelupuichuko lani dadamma nevu,hate
HATE_3531,annaaa telugu communication baanee improve cheshav,non-hate
HATE_3532,roja niku minister ichindhi ha shaka ki nayam cheystav ani cheera lu pampala miku antey anam garu cutdrawer lu pampala annadu saripoyindha power unnantha varaku baganey untundhi,hate
HATE_3533,rechipothunnaru adhikaram lo unnaru ani ahamkara dhorani,hate
HATE_3534,dont worry lokesh garu if government could not do it madam will hang them with in days jabardast challenge count down starts they will be hanged under disa act at any cost,non-hate
HATE_3535,prathi daniki government tappu vundadu prajalu koncham marali attitude change ayithey ilanti jaragavu,non-hate
HATE_3540,central lo vuntene addukku tintunam eka stete lo vaste anthe enga,hate
HATE_3541,entha mandhi bjp lo join aina kuda bjp ts govt form cheyyaledhu,hate
HATE_3543,bjp sanka naku teenmar vartalu,hate
HATE_3547,ade matani dukuduga cheppandi siva garu kanabadatharu maku voice belaga vundi,non-hate
HATE_3548,desaani dochokotaaniki eeyanaki emi takkuvayindita,hate
HATE_3549,munduvacchinollupeekipoyarueeyanocchipeekuthadu,hate
HATE_3550,nagarjuna vadi nasanam vadu korukuntada vadu kd no anta eegiga padadu,hate
HATE_3551,vadoka lucha gadu vadiki jagan party ne correct,hate
HATE_3552,vadi antha chetha lovda cm ni nenu intha varaku chudaledhu bhayya,hate
HATE_3553,from recent months iam addicted to your videos anna your way of explaining and slang is very nice,non-hate
HATE_3554,match chudaniki vasthunam ani cheppu bro,non-hate
HATE_3555,oka pani cheddham vada pav ane brand ni relaunch cheddham,non-hate
HATE_3556,match gadida modda ayindhi,hate
HATE_3557,rohith bondam gadu ballu anni dengesadu vadi valle match poyindhi,hate
HATE_3558,musali gudda ashwin ni endhuku endhuku teaukunnaru bro kastha chepppandi,hate
HATE_3559,asla kl rahul peddha bogh na koduku adatham radhu em radhu,hate
HATE_3560,rahul dravid vadi moddalo selection asla chahal hi endhuku tesukole,hate
HATE_3561,trs kadhu brs rey paayi cheyi munugode polls lo,hate
HATE_3563,jairam ganesh rahul gandhi sanka nakutadhu howla gadhu,hate
HATE_3564,mallikarjun kharge gandhi family kukka vallu emi chepthe adhi songa karchukoni oppukuntaru,hate
HATE_3570,veellandhari kante rsp sir eetala sir best leaders …,non-hate
HATE_3571,jp nadda ki gudda pagili povali bjp vasthe telangana devolop avadhu,hate
HATE_3572,ap lo jagan center amit shah peddha yedavalu vallu vunte desham sankanaki pothadhi,hate
HATE_3573,full entertainment ayindhirevanth reddy maryadaga matladina thittinatte undhi,non-hate
HATE_3574,ktr enni years na nijaswarupanni bayatapadakunda unna ippudu bayata padela chesaru kadara,non-hate
HATE_3575,ktrnannu erri puk cheshavu gah kadhara revanth,hate
HATE_3576,chaalu poyi paduko ekka,hate
HATE_3577,​narendra nee matladi etuvanti prayajanam ledhu,non-hate
HATE_3578,bjp leaders enta labaor na kodukulu ante rape cheshe vallani brahamin ani cheppi vadilesaru,hate
HATE_3579,yogi baba ram rahim sistudu edharu adava vallaki respect eyyaru edharu pedha langa gallu,hate
HATE_3580,modi gandhinagar panties dongaledhe vadhu vadu enti pm mari chillar gah,non-hate
HATE_3582,narottam mishra peddha langa ram setu movie ban cheyamantaru deniki movie peru lo ram vundhi ani,hate
HATE_3583,​bandi reddy ane porambol edava ga undu modi cheppulu moyadaniki,hate
HATE_3586,bjy chaala manchi concept,non-hate
HATE_3588,priyanka arul mohan gudda chaala sexy vuntadhi dani panga chachi dengali,hate
HATE_3590,jagan gadu pedda yedava waste gadu ysr parvu dengathaduu,hate
HATE_3594,stalin chaala manchi leader tn people are very luckey,non-hate
HATE_3595,samantha oka bazzar lanja dani namakodadhu,hate
HATE_3596,samantha anni lanja kathalu dengutahdhi dani namakodahu,hate
HATE_3598,arey neeku nenu ela antha pichi puku edava laga kanapadhuthava po ra babu,non-hate
HATE_3599,ni news ni over action ki dandam ra babu,non-hate
HATE_3601,okka kcr thappa vere party vallaki amathram chepparu e thenmar,non-hate
HATE_3602,sara ali khan tana moddalo acting dandham ra babu,hate
HATE_3603,sara ali khan barre gontu besukoni ariste barre dengunatu sound vastahdhi,hate
HATE_3604,i am bachelor anna oil petrolchusthe bayam ga undi,non-hate
HATE_3605,bollywood sangam dengapetindhi karan johar,hate
HATE_3606,migilina sangam dengapettindhi nepo kids inka sallu bhai,hate
HATE_3607,trs vallu esthalera dabbulu ra sale,non-hate
HATE_3608,teenmmar mallana kcr cheppu nakutadhu,hate
HATE_3609,anna ni acting peddha namaskaram,non-hate
HATE_3610,ekkuva overaction vj laga dengipothavu,hate
HATE_3611,channel name change cheskonews line teluguno where related to news of telanganatrs band company set ithadhi nee reporting ki,non-hate
HATE_3612,donga malli gani gurinchi oka vedio cheyandi,non-hate
HATE_3613,langa malli reporing waste trs daapu tappa em ledu,hate
HATE_3614,comments chese valla istampoi nee seperate site petkoo youtube la video pedthe andaru comments chestharu baga salary isthunattu undi neeku trs headoffice nunch,non-hate
HATE_3615,e bjp oil rates increase chesi vanta cheyali ante kastam undi anna,non-hate
HATE_3616,e bjp oil rates increase chesi vanta cheyali ante kastam undi anna,non-hate
HATE_3617,trs vallu esthalera dabbulu ra sale,hate
HATE_3618,trs cheppy nake vadhu,hate
HATE_3619,tdp lokesh valla modda kudisi poyindhi,hate
HATE_3620,ysrcp emo jagan drainage lo kalisi poyindhi jagan vadu vadi drainge face,hate
HATE_3621,same to same mallanna lekkane unnadi kada nee katha kudayeda dorikillu ra sami,non-hate
HATE_3622,ey pinky hey pinky hey pinky etla unavu me kcr etlaundu time ki money biryani istunda,non-hate
HATE_3623,fake luchha news ra jaffa,hate
HATE_3624,vaniki nukalu daggara paddai anna,non-hate
HATE_3625,trs poinaka ninnu uthukutharu kanipiyav lee inkachesko reporting e year,non-hate
HATE_3626,k t r kuda poyendu kadaa adigenavu lucha,hate
HATE_3627,nvvu first e channel dheni kosam pettinav kcr kosama peoples ki emaina prayojanam vundhara entha sepu kcr sanka nakuthunna,hate
HATE_3628,trs ku ammdu poyinara shankar ga jaffa,hate
HATE_3629,nuvu chiku raa kcr family dhi,hate
HATE_3630,arey shankar ga nvvu kcr sanka nakaku ra,hate
HATE_3631,hi ra trs kukka…,hate
HATE_3635,kcr gaaru meeku vunna dhairyam lo aina ap cm ki vunte bagunde,non-hate
HATE_3636,nirmala sitaraman garini ala anadam tappu,non-hate
HATE_3637,nirmala sitaramn mm singh attu tho samanam,hate
HATE_3639,raju sir meeru indian army sir meeru,non-hate
HATE_3642,are shankar em manishi ra nuvvu,hate
HATE_3643,arey shankar nuvuvu attupoku gadivi,hate
HATE_3644,first nee party pokunda chusko next,non-hate
HATE_3645,elections ki mundu enni hamelin ichindi trs avvani emayinayi nuvvu cheste chamatkar verevallu cheste balatkarannattu umdi,non-hate
HATE_3646,cm gadiki mental akindi,non-hate
HATE_3647,very nice bjp ni tarimi dengandhi telangan nundi,hate
HATE_3649,ori shankari neku party salary esthundi kani maku jabs esthaledu ra,non-hate
HATE_3650,shankar nuvvu news cheppaku ni pellam puku naku poyi nuvvu dankie crt,hate
